record_id,segment,value,tail_pattern
R-26391,standard,391,body
R-26392,standard,392,body
R-26393,standard,393,body
R-26394,standard,394,body
R-26395,priority,395,body
R-26396,standard,396,body
R-26397,standard,397,body
R-26398,standard,398,body
R-26399,standard,399,body
R-26400,priority,400,body
R-26401,standard,401,body
R-26402,standard,402,body
R-26403,standard,403,body
R-26404,standard,404,body
R-26405,priority,405,body
R-26406,standard,406,body
R-26407,standard,407,body
R-26408,standard,408,body
R-26409,standard,409,body
R-26410,priority,410,body
R-26411,standard,411,body
R-26412,standard,412,body
R-26413,standard,413,body
R-26414,standard,414,body
R-26415,priority,415,body
R-26416,standard,416,body
R-26417,standard,417,body
R-26418,standard,418,body
R-26419,standard,419,body
R-26420,priority,420,body
R-26421,standard,421,body
R-26422,standard,422,body
R-26423,standard,423,body
R-26424,standard,424,body
R-26425,priority,425,body
R-26426,standard,426,body
R-26427,standard,427,body
R-26428,standard,428,body
R-26429,standard,429,body
R-26430,priority,430,body
R-26431,standard,431,body
R-26432,standard,432,body
R-26433,standard,433,body
R-26434,standard,434,body
R-26435,priority,435,body
R-26436,standard,436,body
R-26437,standard,437,body
R-26438,standard,438,body
R-26439,standard,439,body
R-26440,priority,440,body
R-26441,standard,441,body
R-26442,standard,442,body
R-26443,standard,443,body
R-26444,standard,444,body
R-26445,priority,445,body
R-26446,standard,446,body
R-26447,standard,447,body
R-26448,standard,448,body
R-26449,standard,449,body
R-26450,priority,450,body
R-26451,standard,451,body
R-26452,standard,452,body
R-26453,standard,453,body
R-26454,standard,454,body
R-26455,priority,455,body
R-26456,standard,456,body
R-26457,standard,457,body
R-26458,standard,458,body
R-26459,standard,459,body
R-26460,priority,460,body
R-26461,standard,461,body
R-26462,standard,462,body
R-26463,standard,463,body
R-26464,standard,464,body
R-26465,priority,465,body
R-26466,standard,466,body
R-26467,standard,467,body
R-26468,standard,468,body
R-26469,standard,469,body
R-26470,priority,470,body
R-26471,standard,471,body
R-26472,standard,472,body
R-26473,standard,473,body
R-26474,standard,474,body
R-26475,priority,475,body
R-26476,standard,476,body
R-26477,standard,477,body
R-26478,standard,478,body
R-26479,standard,479,body
R-26480,priority,480,body
R-26481,standard,481,body
R-26482,standard,482,body
R-26483,standard,483,body
R-26484,standard,484,body
R-26485,priority,485,body
R-26486,standard,486,body
R-26487,standard,487,body
R-26488,standard,488,body
R-26489,standard,489,body
R-26490,priority,490,body
R-26491,standard,491,body
R-26492,standard,492,body
R-26493,standard,493,body
R-26494,standard,494,body
R-26495,priority,495,body
R-26496,standard,496,body
R-26497,standard,497,body
R-26498,standard,498,body
R-26499,standard,499,body
R-26500,priority,500,body
R-26501,standard,501,body
R-26502,standard,502,body
R-26503,standard,503,body
R-26504,standard,504,body
R-26505,priority,505,body
R-26506,standard,506,body
R-26507,standard,507,body
R-26508,standard,508,body
R-26509,standard,509,body
R-26510,priority,510,body
R-26511,standard,511,body
R-26512,standard,512,body
R-26513,standard,513,body
R-26514,standard,514,body
R-26515,priority,515,body
R-26516,standard,516,body
R-26517,standard,517,body
R-26518,standard,518,body
R-26519,standard,519,body
R-26520,priority,520,body
R-26521,standard,521,body
R-26522,standard,522,body
R-26523,standard,523,body
R-26524,standard,524,body
R-26525,priority,525,body
R-26526,standard,526,body
R-26527,standard,527,body
R-26528,standard,528,body
R-26529,standard,529,body
R-26530,priority,530,body
R-26531,standard,531,body
R-26532,standard,532,body
R-26533,standard,533,body
R-26534,standard,534,body
R-26535,priority,535,body
R-26536,standard,536,body
R-26537,standard,537,body
R-26538,standard,538,body
R-26539,standard,539,body
R-26540,priority,540,body
R-26541,standard,541,body
R-26542,standard,542,body
R-26543,standard,543,body
R-26544,standard,544,body
R-26545,priority,545,body
R-26546,standard,546,body
R-26547,standard,547,body
R-26548,standard,548,body
R-26549,standard,549,body
R-26550,priority,550,body
R-26551,standard,551,body
R-26552,standard,552,body
R-26553,standard,553,body
R-26554,standard,554,body
R-26555,priority,555,body
R-26556,standard,556,body
R-26557,standard,557,body
R-26558,standard,558,body
R-26559,standard,559,body
R-26560,priority,560,body
R-26561,standard,561,body
R-26562,standard,562,body
R-26563,standard,563,body
R-26564,standard,564,body
R-26565,priority,565,body
R-26566,standard,566,body
R-26567,standard,567,body
R-26568,standard,568,body
R-26569,standard,569,body
R-26570,priority,570,body
R-26571,standard,571,body
R-26572,standard,572,body
R-26573,standard,573,body
R-26574,standard,574,body
R-26575,priority,575,body
R-26576,standard,576,body
R-26577,standard,577,body
R-26578,standard,578,body
R-26579,standard,579,body
R-26580,priority,580,body
R-26581,standard,581,body
R-26582,standard,582,body
R-26583,standard,583,body
R-26584,standard,584,body
R-26585,priority,585,body
R-26586,standard,586,body
R-26587,standard,587,body
R-26588,standard,588,body
R-26589,standard,589,body
R-26590,priority,590,body
R-26591,standard,591,body
R-26592,standard,592,body
R-26593,standard,593,body
R-26594,standard,594,body
R-26595,priority,595,body
R-26596,standard,596,body
R-26597,standard,597,body
R-26598,standard,598,body
R-26599,standard,599,body
R-26600,priority,600,body
R-26601,standard,601,body
R-26602,standard,602,body
R-26603,standard,603,body
R-26604,standard,604,body
R-26605,priority,605,body
R-26606,standard,606,body
R-26607,standard,607,body
R-26608,standard,608,body
R-26609,standard,609,body
R-26610,priority,610,body
R-26611,standard,611,body
R-26612,standard,612,body
R-26613,standard,613,body
R-26614,standard,614,body
R-26615,priority,615,body
R-26616,standard,616,body
R-26617,standard,617,body
R-26618,standard,618,body
R-26619,standard,619,body
R-26620,priority,620,body
R-26621,standard,621,body
R-26622,standard,622,body
R-26623,standard,623,body
R-26624,standard,624,body
R-26625,priority,625,body
R-26626,standard,626,body
R-26627,standard,627,body
R-26628,standard,628,body
R-26629,standard,629,body
R-26630,priority,630,body
R-26631,standard,631,body
R-26632,standard,632,body
R-26633,standard,633,body
R-26634,standard,634,body
R-26635,priority,635,body
R-26636,standard,636,body
R-26637,standard,637,body
R-26638,standard,638,body
R-26639,standard,639,body
R-26640,priority,640,body
R-26641,standard,641,body
R-26642,standard,642,body
R-26643,standard,643,body
R-26644,standard,644,body
R-26645,priority,645,body
R-26646,standard,646,body
R-26647,standard,647,body
R-26648,standard,648,body
R-26649,standard,649,body
R-26650,priority,650,body
R-26651,standard,651,body
R-26652,standard,652,body
R-26653,standard,653,body
R-26654,standard,654,body
R-26655,priority,655,body
R-26656,standard,656,body
R-26657,standard,657,body
R-26658,standard,658,body
R-26659,standard,659,body
R-26660,priority,660,body
R-26661,standard,661,body
R-26662,standard,662,body
R-26663,standard,663,body
R-26664,standard,664,body
R-26665,priority,665,body
R-26666,standard,666,body
R-26667,standard,667,body
R-26668,standard,668,body
R-26669,standard,669,body
R-26670,priority,670,body
R-26671,standard,671,body
R-26672,standard,672,body
R-26673,standard,673,body
R-26674,standard,674,body
R-26675,priority,675,body
R-26676,standard,676,body
R-26677,standard,677,body
R-26678,standard,678,body
R-26679,standard,679,body
R-26680,priority,680,body
R-26681,standard,681,body
R-26682,standard,682,body
R-26683,standard,683,body
R-26684,standard,684,body
R-26685,priority,685,body
R-26686,standard,686,body
R-26687,standard,687,body
R-26688,standard,688,body
R-26689,standard,689,body
R-26690,priority,690,body
R-26691,standard,691,body
R-26692,standard,692,body
R-26693,standard,693,body
R-26694,standard,694,body
R-26695,priority,695,body
R-26696,standard,696,body
R-26697,standard,697,body
R-26698,standard,698,body
R-26699,standard,699,body
R-26700,priority,700,body
R-26701,standard,701,body
R-26702,standard,702,body
R-26703,standard,703,body
R-26704,standard,704,body
R-26705,priority,705,body
R-26706,standard,706,body
R-26707,standard,707,body
R-26708,standard,708,body
R-26709,standard,709,body
R-26710,priority,710,body
R-26711,standard,711,body
R-26712,standard,712,body
R-26713,standard,713,body
R-26714,standard,714,body
R-26715,priority,715,body
R-26716,standard,716,body
R-26717,standard,717,body
R-26718,standard,718,body
R-26719,standard,719,body
R-26720,priority,720,body
R-26721,standard,721,body
R-26722,standard,722,body
R-26723,standard,723,body
R-26724,standard,724,body
R-26725,priority,725,body
R-26726,standard,726,body
R-26727,standard,727,body
R-26728,standard,728,body
R-26729,standard,729,body
R-26730,priority,730,body
R-26731,standard,731,body
R-26732,standard,732,body
R-26733,standard,733,body
R-26734,standard,734,body
R-26735,priority,735,body
R-26736,standard,736,body
R-26737,standard,737,body
R-26738,standard,738,body
R-26739,standard,739,body
R-26740,priority,740,body
R-26741,standard,741,body
R-26742,standard,742,body
R-26743,standard,743,body
R-26744,standard,744,body
R-26745,priority,745,body
R-26746,standard,746,body
R-26747,standard,747,body
R-26748,standard,748,body
R-26749,standard,749,body
R-26750,priority,750,body
R-26751,standard,751,body
R-26752,standard,752,body
R-26753,standard,753,body
R-26754,standard,754,body
R-26755,priority,755,body
R-26756,standard,756,body
R-26757,standard,757,body
R-26758,standard,758,body
R-26759,standard,759,body
R-26760,priority,760,body
R-26761,standard,761,body
R-26762,standard,762,body
R-26763,standard,763,body
R-26764,standard,764,body
R-26765,priority,765,body
R-26766,standard,766,body
R-26767,standard,767,body
R-26768,standard,768,body
R-26769,standard,769,body
R-26770,priority,770,body
R-26771,standard,771,body
R-26772,standard,772,body
R-26773,standard,773,body
R-26774,standard,774,body
R-26775,priority,775,body
R-26776,standard,776,body
R-26777,standard,777,body
R-26778,standard,778,body
R-26779,standard,779,body
R-26780,priority,780,body
R-26781,standard,781,body
R-26782,standard,782,body
R-26783,standard,783,body
R-26784,standard,784,body
R-26785,priority,785,body
R-26786,standard,786,body
R-26787,standard,787,body
R-26788,standard,788,body
R-26789,standard,789,body
R-26790,priority,790,body
R-26791,standard,791,body
R-26792,standard,792,body
R-26793,standard,793,body
R-26794,standard,794,body
R-26795,priority,795,body
R-26796,standard,796,body
R-26797,standard,797,body
R-26798,standard,798,body
R-26799,standard,799,body
R-26800,priority,800,body
R-26801,standard,801,body
R-26802,standard,802,body
R-26803,standard,803,body
R-26804,standard,804,body
R-26805,priority,805,body
R-26806,standard,806,body
R-26807,standard,807,body
R-26808,standard,808,body
R-26809,standard,809,body
R-26810,priority,810,body
R-26811,standard,811,body
R-26812,standard,812,body
R-26813,standard,813,body
R-26814,standard,814,body
R-26815,priority,815,body
R-26816,standard,816,body
R-26817,standard,817,body
R-26818,standard,818,body
R-26819,standard,819,body
R-26820,priority,820,body
R-26821,standard,821,body
R-26822,standard,822,body
R-26823,standard,823,body
R-26824,standard,824,body
R-26825,priority,825,body
R-26826,standard,826,body
R-26827,standard,827,body
R-26828,standard,828,body
R-26829,standard,829,body
R-26830,priority,830,body
R-26831,standard,831,body
R-26832,standard,832,body
R-26833,standard,833,body
R-26834,standard,834,body
R-26835,priority,835,body
R-26836,standard,836,body
R-26837,standard,837,body
R-26838,standard,838,body
R-26839,standard,839,body
R-26840,priority,840,body
R-26841,standard,841,body
R-26842,standard,842,body
R-26843,standard,843,body
R-26844,standard,844,body
R-26845,priority,845,body
R-26846,standard,846,body
R-26847,standard,847,body
R-26848,standard,848,body
R-26849,standard,849,body
R-26850,priority,850,body
R-26851,standard,851,body
R-26852,standard,852,body
R-26853,standard,853,body
R-26854,standard,854,body
R-26855,priority,855,body
R-26856,standard,856,body
R-26857,standard,857,body
R-26858,standard,858,body
R-26859,standard,859,body
R-26860,priority,860,body
R-26861,standard,861,body
R-26862,standard,862,body
R-26863,standard,863,body
R-26864,standard,864,body
R-26865,priority,865,body
R-26866,standard,866,body
R-26867,standard,867,body
R-26868,standard,868,body
R-26869,standard,869,body
R-26870,priority,870,body
R-26871,standard,871,body
R-26872,standard,872,body
R-26873,standard,873,body
R-26874,standard,874,body
R-26875,priority,875,body
R-26876,standard,876,body
R-26877,standard,877,body
R-26878,standard,878,body
R-26879,standard,879,body
R-26880,priority,880,body
R-26881,standard,881,body
R-26882,standard,882,body
R-26883,standard,883,body
R-26884,standard,884,body
R-26885,priority,885,body
R-26886,standard,886,body
R-26887,standard,887,body
R-26888,standard,888,body
R-26889,standard,889,body
R-26890,priority,890,body
R-26891,standard,891,body
R-26892,standard,892,body
R-26893,standard,893,body
R-26894,standard,894,body
R-26895,priority,895,body
R-26896,standard,896,body
R-26897,standard,897,body
R-26898,standard,898,body
R-26899,standard,899,body
R-26900,priority,900,body
R-26901,standard,901,body
R-26902,standard,902,body
R-26903,standard,903,body
R-26904,standard,904,body
R-26905,priority,905,body
R-26906,standard,906,body
R-26907,standard,907,body
R-26908,standard,908,body
R-26909,standard,909,body
R-26910,priority,910,body
R-26911,standard,911,body
R-26912,standard,912,body
R-26913,standard,913,body
R-26914,standard,914,body
R-26915,priority,915,body
R-26916,standard,916,body
R-26917,standard,917,body
R-26918,standard,918,body
R-26919,standard,919,body
R-26920,priority,920,body
R-26921,standard,921,body
R-26922,standard,922,body
R-26923,standard,923,body
R-26924,standard,924,body
R-26925,priority,925,body
R-26926,standard,926,body
R-26927,standard,927,body
R-26928,standard,928,body
R-26929,standard,929,body
R-26930,priority,930,body
R-26931,standard,931,body
R-26932,standard,932,body
R-26933,standard,933,body
R-26934,standard,934,body
R-26935,priority,935,body
R-26936,standard,936,body
R-26937,standard,937,body
R-26938,standard,938,body
R-26939,standard,939,body
R-26940,priority,940,body
R-26941,standard,941,body
R-26942,standard,942,body
R-26943,standard,943,body
R-26944,standard,944,body
R-26945,priority,945,body
R-26946,standard,946,body
R-26947,standard,947,body
R-26948,standard,948,body
R-26949,standard,949,body
R-26950,priority,950,body
R-26951,standard,951,body
R-26952,standard,952,body
R-26953,standard,953,body
R-26954,standard,954,body
R-26955,priority,955,body
R-26956,standard,956,body
R-26957,standard,957,body
R-26958,standard,958,body
R-26959,standard,959,body
R-26960,priority,960,body
R-26961,standard,961,body
R-26962,standard,962,body
R-26963,standard,963,body
R-26964,standard,964,body
R-26965,priority,965,body
R-26966,standard,966,body
R-26967,standard,967,body
R-26968,standard,968,body
R-26969,standard,969,body
R-26970,priority,970,body
R-26971,standard,971,body
R-26972,standard,972,body
R-26973,standard,973,body
R-26974,standard,974,body
R-26975,priority,975,body
R-26976,standard,976,body
R-26977,standard,977,body
R-26978,standard,978,body
R-26979,standard,979,body
R-26980,priority,980,body
R-26981,standard,981,body
R-26982,standard,982,body
R-26983,standard,983,body
R-26984,standard,984,body
R-26985,priority,985,body
R-26986,standard,986,body
R-26987,standard,987,body
R-26988,standard,988,body
R-26989,standard,989,body
R-26990,priority,990,body
R-26991,standard,991,body
R-26992,standard,992,body
R-26993,standard,993,body
R-26994,standard,994,body
R-26995,priority,995,body
R-26996,standard,996,body
R-26997,standard,997,body
R-26998,standard,998,body
R-26999,standard,999,body
R-27000,priority,0,body
R-27001,standard,1,body
R-27002,standard,2,body
R-27003,standard,3,body
R-27004,standard,4,body
R-27005,priority,5,body
R-27006,standard,6,body
R-27007,standard,7,body
R-27008,standard,8,body
R-27009,standard,9,body
R-27010,priority,10,body
R-27011,standard,11,body
R-27012,standard,12,body
R-27013,standard,13,body
R-27014,standard,14,body
R-27015,priority,15,body
R-27016,standard,16,body
R-27017,standard,17,body
R-27018,standard,18,body
R-27019,standard,19,body
R-27020,priority,20,body
R-27021,standard,21,body
R-27022,standard,22,body
R-27023,standard,23,body
R-27024,standard,24,body
R-27025,priority,25,body
R-27026,standard,26,body
R-27027,standard,27,body
R-27028,standard,28,body
R-27029,standard,29,body
R-27030,priority,30,body
R-27031,standard,31,body
R-27032,standard,32,body
R-27033,standard,33,body
R-27034,standard,34,body
R-27035,priority,35,body
R-27036,standard,36,body
R-27037,standard,37,body
R-27038,standard,38,body
R-27039,standard,39,body
R-27040,priority,40,body
R-27041,standard,41,body
R-27042,standard,42,body
R-27043,standard,43,body
R-27044,standard,44,body
R-27045,priority,45,body
R-27046,standard,46,body
R-27047,standard,47,body
R-27048,standard,48,body
R-27049,standard,49,body
R-27050,priority,50,body
R-27051,standard,51,body
R-27052,standard,52,body
R-27053,standard,53,body
R-27054,standard,54,body
R-27055,priority,55,body
R-27056,standard,56,body
R-27057,standard,57,body
R-27058,standard,58,body
R-27059,standard,59,body
R-27060,priority,60,body
R-27061,standard,61,body
R-27062,standard,62,body
R-27063,standard,63,body
R-27064,standard,64,body
R-27065,priority,65,body
R-27066,standard,66,body
R-27067,standard,67,body
R-27068,standard,68,body
R-27069,standard,69,body
R-27070,priority,70,body
R-27071,standard,71,body
R-27072,standard,72,body
R-27073,standard,73,body
R-27074,standard,74,body
R-27075,priority,75,body
R-27076,standard,76,body
R-27077,standard,77,body
R-27078,standard,78,body
R-27079,standard,79,body
R-27080,priority,80,body
R-27081,standard,81,body
R-27082,standard,82,body
R-27083,standard,83,body
R-27084,standard,84,body
R-27085,priority,85,body
R-27086,standard,86,body
R-27087,standard,87,body
R-27088,standard,88,body
R-27089,standard,89,body
R-27090,priority,90,body
R-27091,standard,91,body
R-27092,standard,92,body
R-27093,standard,93,body
R-27094,standard,94,body
R-27095,priority,95,body
R-27096,standard,96,body
R-27097,standard,97,body
R-27098,standard,98,body
R-27099,standard,99,body
R-27100,priority,100,body
R-27101,standard,101,body
R-27102,standard,102,body
R-27103,standard,103,body
R-27104,standard,104,body
R-27105,priority,105,body
R-27106,standard,106,body
R-27107,standard,107,body
R-27108,standard,108,body
R-27109,standard,109,body
R-27110,priority,110,body
R-27111,standard,111,body
R-27112,standard,112,body
R-27113,standard,113,body
R-27114,standard,114,body
R-27115,priority,115,body
R-27116,standard,116,body
R-27117,standard,117,body
R-27118,standard,118,body
R-27119,standard,119,body
R-27120,priority,120,body
R-27121,standard,121,body
R-27122,standard,122,body
R-27123,standard,123,body
R-27124,standard,124,body
R-27125,priority,125,body
R-27126,standard,126,body
R-27127,standard,127,body
R-27128,standard,128,body
R-27129,standard,129,body
R-27130,priority,130,body
R-27131,standard,131,body
R-27132,standard,132,body
R-27133,standard,133,body
R-27134,standard,134,body
R-27135,priority,135,body
R-27136,standard,136,body
R-27137,standard,137,body
R-27138,standard,138,body
R-27139,standard,139,body
R-27140,priority,140,body
R-27141,standard,141,body
R-27142,standard,142,body
R-27143,standard,143,body
R-27144,standard,144,body
R-27145,priority,145,body
R-27146,standard,146,body
R-27147,standard,147,body
R-27148,standard,148,body
R-27149,standard,149,body
R-27150,priority,150,body
R-27151,standard,151,body
R-27152,standard,152,body
R-27153,standard,153,body
R-27154,standard,154,body
R-27155,priority,155,body
R-27156,standard,156,body
R-27157,standard,157,body
R-27158,standard,158,body
R-27159,standard,159,body
R-27160,priority,160,body
R-27161,standard,161,body
R-27162,standard,162,body
R-27163,standard,163,body
R-27164,standard,164,body
R-27165,priority,165,body
R-27166,standard,166,body
R-27167,standard,167,body
R-27168,standard,168,body
R-27169,standard,169,body
R-27170,priority,170,body
R-27171,standard,171,body
R-27172,standard,172,body
R-27173,standard,173,body
R-27174,standard,174,body
R-27175,priority,175,body
R-27176,standard,176,body
R-27177,standard,177,body
R-27178,standard,178,body
R-27179,standard,179,body
R-27180,priority,180,body
R-27181,standard,181,body
R-27182,standard,182,body
R-27183,standard,183,body
R-27184,standard,184,body
R-27185,priority,185,body
R-27186,standard,186,body
R-27187,standard,187,body
R-27188,standard,188,body
R-27189,standard,189,body
R-27190,priority,190,body
R-27191,standard,191,body
R-27192,standard,192,body
R-27193,standard,193,body
R-27194,standard,194,body
R-27195,priority,195,body
R-27196,standard,196,body
R-27197,standard,197,body
R-27198,standard,198,body
R-27199,standard,199,body
R-27200,priority,200,body
R-27201,standard,201,body
R-27202,standard,202,body
R-27203,standard,203,body
R-27204,standard,204,body
R-27205,priority,205,body
R-27206,standard,206,body
R-27207,standard,207,body
R-27208,standard,208,body
R-27209,standard,209,body
R-27210,priority,210,body
R-27211,standard,211,body
R-27212,standard,212,body
R-27213,standard,213,body
R-27214,standard,214,body
R-27215,priority,215,body
R-27216,standard,216,body
R-27217,standard,217,body
R-27218,standard,218,body
R-27219,standard,219,body
R-27220,priority,220,body
R-27221,standard,221,body
R-27222,standard,222,body
R-27223,standard,223,body
R-27224,standard,224,body
R-27225,priority,225,body
R-27226,standard,226,body
R-27227,standard,227,body
R-27228,standard,228,body
R-27229,standard,229,body
R-27230,priority,230,body
R-27231,standard,231,body
R-27232,standard,232,body
R-27233,standard,233,body
R-27234,standard,234,body
R-27235,priority,235,body
R-27236,standard,236,body
R-27237,standard,237,body
R-27238,standard,238,body
R-27239,standard,239,body
R-27240,priority,240,body
R-27241,standard,241,body
R-27242,standard,242,body
R-27243,standard,243,body
R-27244,standard,244,body
R-27245,priority,245,body
R-27246,standard,246,body
R-27247,standard,247,body
R-27248,standard,248,body
R-27249,standard,249,body
R-27250,priority,250,body
R-27251,standard,251,body
R-27252,standard,252,body
R-27253,standard,253,body
R-27254,standard,254,body
R-27255,priority,255,body
R-27256,standard,256,body
R-27257,standard,257,body
R-27258,standard,258,body
R-27259,standard,259,body
R-27260,priority,260,body
R-27261,standard,261,body
R-27262,standard,262,body
R-27263,standard,263,body
R-27264,standard,264,body
R-27265,priority,265,body
R-27266,standard,266,body
R-27267,standard,267,body
R-27268,standard,268,body
R-27269,standard,269,body
R-27270,priority,270,body
R-27271,standard,271,body
R-27272,standard,272,body
R-27273,standard,273,body
R-27274,standard,274,body
R-27275,priority,275,body
R-27276,standard,276,body
R-27277,standard,277,body
R-27278,standard,278,body
R-27279,standard,279,body
R-27280,priority,280,body
R-27281,standard,281,body
R-27282,standard,282,body
R-27283,standard,283,body
R-27284,standard,284,body
R-27285,priority,285,body
R-27286,standard,286,body
R-27287,standard,287,body
R-27288,standard,288,body
R-27289,standard,289,body
R-27290,priority,290,body
R-27291,standard,291,body
R-27292,standard,292,body
R-27293,standard,293,body
R-27294,standard,294,body
R-27295,priority,295,body
R-27296,standard,296,body
R-27297,standard,297,body
R-27298,standard,298,body
R-27299,standard,299,body
R-27300,priority,300,body
R-27301,standard,301,body
R-27302,standard,302,body
R-27303,standard,303,body
R-27304,standard,304,body
R-27305,priority,305,body
R-27306,standard,306,body
R-27307,standard,307,body
R-27308,standard,308,body
R-27309,standard,309,body
R-27310,priority,310,body
R-27311,standard,311,body
R-27312,standard,312,body
R-27313,standard,313,body
R-27314,standard,314,body
R-27315,priority,315,body
R-27316,standard,316,body
R-27317,standard,317,body
R-27318,standard,318,body
R-27319,standard,319,body
R-27320,priority,320,body
R-27321,standard,321,body
R-27322,standard,322,body
R-27323,standard,323,body
R-27324,standard,324,body
R-27325,priority,325,body
R-27326,standard,326,body
R-27327,standard,327,body
R-27328,standard,328,body
R-27329,standard,329,body
R-27330,priority,330,body
R-27331,standard,331,body
R-27332,standard,332,body
R-27333,standard,333,body
R-27334,standard,334,body
R-27335,priority,335,body
R-27336,standard,336,body
R-27337,standard,337,body
R-27338,standard,338,body
R-27339,standard,339,body
R-27340,priority,340,body
R-27341,standard,341,body
R-27342,standard,342,body
R-27343,standard,343,body
R-27344,standard,344,body
R-27345,priority,345,body
R-27346,standard,346,body
R-27347,standard,347,body
R-27348,standard,348,body
R-27349,standard,349,body
R-27350,priority,350,body
R-27351,standard,351,body
R-27352,standard,352,body
R-27353,standard,353,body
R-27354,standard,354,body
R-27355,priority,355,body
R-27356,standard,356,body
R-27357,standard,357,body
R-27358,standard,358,body
R-27359,standard,359,body
R-27360,priority,360,body
R-27361,standard,361,body
R-27362,standard,362,body
R-27363,standard,363,body
R-27364,standard,364,body
R-27365,priority,365,body
R-27366,standard,366,body
R-27367,standard,367,body
R-27368,standard,368,body
R-27369,standard,369,body
R-27370,priority,370,body
R-27371,standard,371,body
R-27372,standard,372,body
R-27373,standard,373,body
R-27374,standard,374,body
R-27375,priority,375,body
R-27376,standard,376,body
R-27377,standard,377,body
R-27378,standard,378,body
R-27379,standard,379,body
R-27380,priority,380,body
R-27381,standard,381,body
R-27382,standard,382,body
R-27383,standard,383,body
R-27384,standard,384,body
R-27385,priority,385,body
R-27386,standard,386,body
R-27387,standard,387,body
R-27388,standard,388,body
R-27389,standard,389,body
R-27390,priority,390,body
R-27391,standard,391,body
R-27392,standard,392,body
R-27393,standard,393,body
R-27394,standard,394,body
R-27395,priority,395,body
R-27396,standard,396,body
R-27397,standard,397,body
R-27398,standard,398,body
R-27399,standard,399,body
R-27400,priority,400,body
R-27401,standard,401,body
R-27402,standard,402,body
R-27403,standard,403,body
R-27404,standard,404,body
R-27405,priority,405,body
R-27406,standard,406,body
R-27407,standard,407,body
R-27408,standard,408,body
R-27409,standard,409,body
R-27410,priority,410,body
R-27411,standard,411,body
R-27412,standard,412,body
R-27413,standard,413,body
R-27414,standard,414,body
R-27415,priority,415,body
R-27416,standard,416,body
R-27417,standard,417,body
R-27418,standard,418,body
R-27419,standard,419,body
R-27420,priority,420,body
R-27421,standard,421,body
R-27422,standard,422,body
R-27423,standard,423,body
R-27424,standard,424,body
R-27425,priority,425,body
R-27426,standard,426,body
R-27427,standard,427,body
R-27428,standard,428,body
R-27429,standard,429,body
R-27430,priority,430,body
R-27431,standard,431,body
R-27432,standard,432,body
R-27433,standard,433,body
R-27434,standard,434,body
R-27435,priority,435,body
R-27436,standard,436,body
R-27437,standard,437,body
R-27438,standard,438,body
R-27439,standard,439,body
R-27440,priority,440,body
R-27441,standard,441,body
R-27442,standard,442,body
R-27443,standard,443,body
R-27444,standard,444,body
R-27445,priority,445,body
R-27446,standard,446,body
R-27447,standard,447,body
R-27448,standard,448,body
R-27449,standard,449,body
R-27450,priority,450,body
R-27451,standard,451,body
R-27452,standard,452,body
R-27453,standard,453,body
R-27454,standard,454,body
R-27455,priority,455,body
R-27456,standard,456,body
R-27457,standard,457,body
R-27458,standard,458,body
R-27459,standard,459,body
R-27460,priority,460,body
R-27461,standard,461,body
R-27462,standard,462,body
R-27463,standard,463,body
R-27464,standard,464,body
R-27465,priority,465,body
R-27466,standard,466,body
R-27467,standard,467,body
R-27468,standard,468,body
R-27469,standard,469,body
R-27470,priority,470,body
R-27471,standard,471,body
R-27472,standard,472,body
R-27473,standard,473,body
R-27474,standard,474,body
R-27475,priority,475,body
R-27476,standard,476,body
R-27477,standard,477,body
R-27478,standard,478,body
R-27479,standard,479,body
R-27480,priority,480,body
R-27481,standard,481,body
R-27482,standard,482,body
R-27483,standard,483,body
R-27484,standard,484,body
R-27485,priority,485,body
R-27486,standard,486,body
R-27487,standard,487,body
R-27488,standard,488,body
R-27489,standard,489,body
R-27490,priority,490,body
R-27491,standard,491,body
R-27492,standard,492,body
R-27493,standard,493,body
R-27494,standard,494,body
R-27495,priority,495,body
R-27496,standard,496,body
R-27497,standard,497,body
R-27498,standard,498,body
R-27499,standard,499,body
R-27500,priority,500,body
R-27501,standard,501,body
R-27502,standard,502,body
R-27503,standard,503,body
R-27504,standard,504,body
R-27505,priority,505,body
R-27506,standard,506,body
R-27507,standard,507,body
R-27508,standard,508,body
R-27509,standard,509,body
R-27510,priority,510,body
R-27511,standard,511,body
R-27512,standard,512,body
R-27513,standard,513,body
R-27514,standard,514,body
R-27515,priority,515,body
R-27516,standard,516,body
R-27517,standard,517,body
R-27518,standard,518,body
R-27519,standard,519,body
R-27520,priority,520,body
R-27521,standard,521,body
R-27522,standard,522,body
R-27523,standard,523,body
R-27524,standard,524,body
R-27525,priority,525,body
R-27526,standard,526,body
R-27527,standard,527,body
R-27528,standard,528,body
R-27529,standard,529,body
R-27530,priority,530,body
R-27531,standard,531,body
R-27532,standard,532,body
R-27533,standard,533,body
R-27534,standard,534,body
R-27535,priority,535,body
R-27536,standard,536,body
R-27537,standard,537,body
R-27538,standard,538,body
R-27539,standard,539,body
R-27540,priority,540,body
R-27541,standard,541,body
R-27542,standard,542,body
R-27543,standard,543,body
R-27544,standard,544,body
R-27545,priority,545,body
R-27546,standard,546,body
R-27547,standard,547,body
R-27548,standard,548,body
R-27549,standard,549,body
R-27550,priority,550,body
R-27551,standard,551,body
R-27552,standard,552,body
R-27553,standard,553,body
R-27554,standard,554,body
R-27555,priority,555,body
