customer_id,plan,country,monthly_spend,orders,last_seen,marketing_opt_in
C-0854,Pro,DE,39,13,2026-06-14T12:00:00Z,true
C-0855,Team,DE,49,14,2026-06-15T12:00:00Z,true
C-0856,Starter,DE,59,15,2026-06-16T12:00:00Z,false
C-0857,Pro,NL,69,16,2026-06-17T12:00:00Z,true
C-0858,Team,NL,79,17,2026-06-18T12:00:00Z,true
C-0859,Starter,FR,89,18,2026-06-19T12:00:00Z,false
C-0860,Pro,BE,99,19,2026-06-20T12:00:00Z,true
C-0861,Team,DE,109,20,2026-06-21T12:00:00Z,true
C-0862,Starter,DE,119,21,2026-06-22T12:00:00Z,false
C-0863,Pro,DE,129,22,2026-06-23T12:00:00Z,true
C-0864,Team,DE,139,23,2026-06-24T12:00:00Z,true
C-0865,Starter,DE,29,24,2026-06-25T12:00:00Z,false
C-0866,Pro,DE,39,25,2026-06-26T12:00:00Z,true
C-0867,Team,NL,49,26,2026-06-27T12:00:00Z,true
C-0868,Starter,NL,59,27,2026-06-28T12:00:00Z,false
C-0869,Pro,FR,69,0,2026-06-01T12:00:00Z,true
C-0870,Team,BE,79,1,2026-06-02T12:00:00Z,true
C-0871,Starter,DE,89,2,2026-06-03T12:00:00Z,false
C-0872,Pro,DE,99,3,2026-06-04T12:00:00Z,true
C-0873,Team,DE,109,4,2026-06-05T12:00:00Z,true
C-0874,Starter,DE,119,5,2026-06-06T12:00:00Z,false
C-0875,Pro,DE,129,6,2026-06-07T12:00:00Z,true
C-0876,Team,DE,139,7,2026-06-08T12:00:00Z,true
C-0877,Starter,NL,29,8,2026-06-09T12:00:00Z,false
C-0878,Pro,NL,39,9,2026-06-10T12:00:00Z,true
C-0879,Team,FR,49,10,2026-06-11T12:00:00Z,true
C-0880,Starter,BE,59,11,2026-06-12T12:00:00Z,false
C-0881,Pro,DE,,12,2026-06-13T12:00:00Z,true
C-0882,Team,DE,79,13,2026-06-14T12:00:00Z,true
C-0883,Starter,DE,89,14,2026-06-15T12:00:00Z,false
C-0884,Pro,DE,99,15,2026-06-16T12:00:00Z,true
C-0885,Team,DE,109,16,2026-06-17T12:00:00Z,true
C-0886,Starter,DE,119,17,2026-06-18T12:00:00Z,false
C-0887,Pro,NL,129,18,2026-06-19T12:00:00Z,true
C-0888,Team,NL,139,19,2026-06-20T12:00:00Z,true
C-0889,Starter,FR,29,20,2026-06-21T12:00:00Z,false
C-0890,Pro,BE,39,21,2026-06-22T12:00:00Z,true
C-0891,Team,DE,49,22,2026-06-23T12:00:00Z,true
C-0892,Starter,DE,59,23,2026-06-24T12:00:00Z,false
C-0893,Pro,DE,69,24,2026-06-25T12:00:00Z,true
C-0894,Team,DE,79,25,2026-06-26T12:00:00Z,true
C-0895,Starter,DE,89,26,2026-06-27T12:00:00Z,false
C-0896,Pro,DE,99,27,2026-06-28T12:00:00Z,true
C-0897,Team,NL,109,0,2026-06-01T12:00:00Z,true
C-0898,Starter,NL,119,1,2026-06-02T12:00:00Z,false
C-0899,Pro,FR,129,2,2026-06-03T12:00:00Z,true
C-0900,Team,BE,139,3,2026-06-04T12:00:00Z,true
C-0901,Starter,DE,29,4,2026-06-05T12:00:00Z,false
C-0902,Pro,DE,39,5,2026-06-06T12:00:00Z,true
C-0903,Team,DE,49,6,2026-06-07T12:00:00Z,true
C-0904,Starter,DE,59,7,2026-06-08T12:00:00Z,false
C-0905,Pro,DE,69,8,2026-06-09T12:00:00Z,true
C-0906,Team,DE,79,9,2026-06-10T12:00:00Z,true
C-0907,Starter,NL,89,10,2026-06-11T12:00:00Z,false
C-0908,Pro,NL,99,11,2026-06-12T12:00:00Z,true
C-0909,Team,FR,109,12,2026-06-13T12:00:00Z,true
C-0910,Starter,BE,119,13,2026-06-14T12:00:00Z,false
C-0911,Pro,DE,129,14,2026-06-15T12:00:00Z,true
C-0912,Team,DE,139,15,2026-06-16T12:00:00Z,true
C-0913,Starter,DE,29,16,2026-06-17T12:00:00Z,false
C-0914,Pro,DE,39,17,2026-06-18T12:00:00Z,true
C-0915,Team,DE,49,18,2026-06-19T12:00:00Z,true
C-0916,Starter,DE,59,19,2026-06-20T12:00:00Z,false
C-0917,Pro,NL,69,20,2026-06-21T12:00:00Z,true
C-0918,Team,NL,79,21,2026-06-22T12:00:00Z,true
C-0919,Starter,FR,89,22,2026-06-23T12:00:00Z,false
C-0920,Pro,BE,99,23,2026-06-24T12:00:00Z,true
C-0921,Team,DE,,24,2026-06-25T12:00:00Z,true
C-0922,Starter,DE,119,25,2026-06-26T12:00:00Z,false
C-0923,Pro,DE,129,26,2026-06-27T12:00:00Z,true
C-0924,Team,DE,139,27,2026-06-28T12:00:00Z,true
C-0925,Starter,DE,29,0,2026-06-01T12:00:00Z,false
C-0926,Pro,DE,39,1,2026-06-02T12:00:00Z,true
C-0927,Team,NL,49,2,2026-06-03T12:00:00Z,true
C-0928,Starter,NL,59,3,2026-06-04T12:00:00Z,false
C-0929,Pro,FR,69,4,2026-06-05T12:00:00Z,true
C-0930,Team,BE,79,5,2026-06-06T12:00:00Z,true
C-0931,Starter,DE,89,6,2026-06-07T12:00:00Z,false
C-0932,Pro,DE,99,7,2026-06-08T12:00:00Z,true
C-0933,Team,DE,109,8,2026-06-09T12:00:00Z,true
C-0934,Starter,DE,119,9,2026-06-10T12:00:00Z,false
C-0935,Pro,DE,129,10,2026-06-11T12:00:00Z,true
C-0936,Team,DE,139,11,2026-06-12T12:00:00Z,true
C-0937,Starter,NL,29,12,2026-06-13T12:00:00Z,false
C-0938,Pro,NL,39,13,2026-06-14T12:00:00Z,true
C-0939,Team,FR,49,14,2026-06-15T12:00:00Z,true
C-0940,Starter,BE,59,15,2026-06-16T12:00:00Z,false
C-0941,Pro,DE,69,16,2026-06-17T12:00:00Z,true
C-0942,Team,DE,79,17,2026-06-18T12:00:00Z,true
C-0943,Starter,DE,89,18,2026-06-19T12:00:00Z,false
C-0944,Pro,DE,99,19,2026-06-20T12:00:00Z,true
C-0945,Team,DE,109,20,2026-06-21T12:00:00Z,true
C-0946,Starter,DE,119,21,2026-06-22T12:00:00Z,false
C-0947,Pro,NL,129,22,2026-06-23T12:00:00Z,true
C-0948,Team,NL,139,23,2026-06-24T12:00:00Z,true
C-0949,Starter,FR,29,24,2026-06-25T12:00:00Z,false
C-0950,Pro,BE,39,25,2026-06-26T12:00:00Z,true
C-0951,Team,DE,49,26,2026-06-27T12:00:00Z,true
C-0952,Starter,DE,59,27,2026-06-28T12:00:00Z,false
C-0953,Pro,DE,69,0,2026-06-01T12:00:00Z,true
C-0954,Team,DE,79,1,2026-06-02T12:00:00Z,true
C-0955,Starter,DE,89,2,2026-06-03T12:00:00Z,false
C-0956,Pro,DE,99,3,2026-06-04T12:00:00Z,true
C-0957,Team,NL,109,4,2026-06-05T12:00:00Z,true
C-0958,Starter,NL,119,5,2026-06-06T12:00:00Z,false
C-0959,Pro,FR,129,6,2026-06-07T12:00:00Z,true
C-0960,Team,BE,139,7,2026-06-08T12:00:00Z,true
C-0961,Starter,DE,,8,2026-06-09T12:00:00Z,false
C-0962,Pro,DE,39,9,2026-06-10T12:00:00Z,true
C-0963,Team,DE,49,10,2026-06-11T12:00:00Z,true
C-0964,Starter,DE,59,11,2026-06-12T12:00:00Z,false
C-0965,Pro,DE,69,12,2026-06-13T12:00:00Z,true
C-0966,Team,DE,79,13,2026-06-14T12:00:00Z,true
C-0967,Starter,NL,89,14,2026-06-15T12:00:00Z,false
C-0968,Pro,NL,99,15,2026-06-16T12:00:00Z,true
C-0969,Team,FR,109,16,2026-06-17T12:00:00Z,true
C-0970,Starter,BE,119,17,2026-06-18T12:00:00Z,false
C-0971,Pro,DE,129,18,2026-06-19T12:00:00Z,true
C-0972,Team,DE,139,19,2026-06-20T12:00:00Z,true
C-0973,Starter,DE,29,20,2026-06-21T12:00:00Z,false
C-0974,Pro,DE,39,21,2026-06-22T12:00:00Z,true
C-0975,Team,DE,49,22,2026-06-23T12:00:00Z,true
C-0976,Starter,DE,59,23,2026-06-24T12:00:00Z,false
C-0977,Pro,NL,69,24,2026-06-25T12:00:00Z,true
C-0978,Team,NL,79,25,2026-06-26T12:00:00Z,true
C-0979,Starter,FR,89,26,2026-06-27T12:00:00Z,false
C-0980,Pro,BE,99,27,2026-06-28T12:00:00Z,true
C-0981,Team,DE,109,0,2026-06-01T12:00:00Z,true
C-0982,Starter,DE,119,1,2026-06-02T12:00:00Z,false
C-0983,Pro,DE,129,2,2026-06-03T12:00:00Z,true
C-0984,Team,DE,139,3,2026-06-04T12:00:00Z,true
C-0985,Starter,DE,29,4,2026-06-05T12:00:00Z,false
C-0986,Pro,DE,39,5,2026-06-06T12:00:00Z,true
C-0987,Team,NL,49,6,2026-06-07T12:00:00Z,true
C-0988,Starter,NL,59,7,2026-06-08T12:00:00Z,false
C-0989,Pro,FR,69,8,2026-06-09T12:00:00Z,true
C-0990,Team,BE,79,9,2026-06-10T12:00:00Z,true
C-0991,Starter,DE,89,10,2026-06-11T12:00:00Z,false
C-0992,Pro,DE,99,11,2026-06-12T12:00:00Z,true
C-0993,Team,DE,109,12,2026-06-13T12:00:00Z,true
C-0994,Starter,DE,119,13,2026-06-14T12:00:00Z,false
C-0995,Pro,DE,129,14,2026-06-15T12:00:00Z,true
C-0996,Team,DE,139,15,2026-06-16T12:00:00Z,true
C-0997,Starter,NL,29,16,2026-06-17T12:00:00Z,false
C-0998,Pro,NL,39,17,2026-06-18T12:00:00Z,true
C-0999,Team,FR,49,18,2026-06-19T12:00:00Z,true
C-1000,Starter,BE,59,19,2026-06-20T12:00:00Z,false
